business_id,business_name,city,review_id,stars,text
5D5GiHm67V4thed30Etzhg,Summer House Santa Monica,Chicago,1zGyz0KJWBH-Y4am1ZsKew,4,food was good but food came out and different times which made it kind of awkward. my entree came 15min after everyone else's and you know we came to eat...
5D5GiHm67V4thed30Etzhg,Summer House Santa Monica,Chicago,g0fAUTLwzuBbu4MoRr_-1w,3,"Food was great. Fried Chicken sandwich had a schnitzel-like breading that was light and airy, held aloft by the vinegary brightness of the pickles and slaw...."
5D5GiHm67V4thed30Etzhg,Summer House Santa Monica,Chicago,YMpdpXC4IfTX3_iTKzK4eQ,5,"Busy place for brunch on a weekend, but absolutely worth the crowds!! 
- only negative is that they were understaffed, so the waiter was not very accessible..."
7Es7EbTy_s1btAdowLeiPQ,Small Cheval,Chicago,8s8Ru49GkLhNN72G9xh85w,5,"Food: good
Service: good

What can I say that hasn't already been said? Small Cheval is amazing. Their fries are DELIGHTFUL especially dipped in the aioli..."
7Es7EbTy_s1btAdowLeiPQ,Small Cheval,Chicago,LWd4QJuhV3PibLhlzFJfVA,5,"Can NEVER go wrong with a good ole fashion burger! Especially from Small Cheval! I don't even know how to describe how good these burgers are, but they're..."
7Es7EbTy_s1btAdowLeiPQ,Small Cheval,Chicago,QhnOoK_MQc7uzM28gpOjgA,5,Small Cheval is one of the best burgers I've had! The burger is simple and delicious. I always add their aioli to it and it's so good! The fries are crispy...
AqgG-1aD6JYj9D6OmBWO3w,Frontera Grill,Chicago,VB3cGNf1DDDwUOnIV3Nn7A,5,"Frontera Grill was a must stop on a trip to Chicago this summer. The service was lively, warm and top-notch. We ate out on the patio (which was added to a..."
AqgG-1aD6JYj9D6OmBWO3w,Frontera Grill,Chicago,6SYmjKSqq42vnqHgFh-ERQ,5,"We got lucky on a Saturday afternoon and were seated immediately at the bar without reservations. This place is delicious!

The corn elote stole the show..."
AqgG-1aD6JYj9D6OmBWO3w,Frontera Grill,Chicago,9KAonrKZ4SXhLU8kQXDNXg,5,"A marvelous meal from start to finish. The appetizers of tortilla soup, queso fundido with homemade chorizo, the whole roasted corn with crema, chile, and..."
HkUUKDwlIu869ECubV4NfA,Tanta,Chicago,HCnzmtw0SDv_DVtSsy14nA,5,Just had the most fabulous dinner here. This is a modern Peruvian restaurant. The vibe is that of a lively and stylish bar/restaurant with dark wood accents...
HkUUKDwlIu869ECubV4NfA,Tanta,Chicago,x8_VjjuJjYAGo6VAq3lzUA,4,"The food here is amazing!

I did a solo brunch with bar seating. Bartender was super friendly and recommended the grits with shrimp. 

I've had shrimp and..."
sR4EOfPuI-at41uIxIZPhw,Hopleaf,Chicago,oQlaM4vWLJTfCVW4LBv2LQ,5,"Great atmosphere.  Great beer and WHISKY.  What more can a person ask for??

The service is outstanding and the staff know their trade - awesome..."
fJhF5Yy4nguguaaH3TabmQ,Bandera Restaurant,Chicago,hn1c00tC6PyjEzFLa8Ai4Q,5,I'm planning to be in Chicago next week and was already looking forward to my usual stop into Bandera for the amazing macho salad...so much that I checked...
tuJraaFffIS_JNK_4ZqGTA,Ema,Chicago,siRk-LrflmgKiXLqK4WWRA,2,We had high expectations for this place coming in since we saw all the great reviews on yelp. Almost all of them were dashed as soon we began our...
9nUrDQ_REhU6sgcgXFAyfA,Aba,Chicago,msp92NJ13z9gJy0KBIztHw,5,One of my favorite spots in the Fulton Market area! It's a little hard to find because its on the third floor of the building (rather than the main floor...
zF9o33BVqLUOcCmnuB2eQw,Handlebar,Chicago,s8GgOCzd7PiGg2OZh9q06g,5,"YET AGAIN SPECTACULAR 

I got this special 3 years ago and got it again this weekend. The one and only pancake bowl!"
G-LUoHk_E_XCjSoSsaflFw,Sawada Coffee,Chicago,Wv17pX2f50FSPeReMe_Bww,5,"Definitely my favorite coffee shop in Chicago!! Located in the West Loop, this spot is just steps away from Restaurant Row! This is a great coffee shop to..."
G-LUoHk_E_XCjSoSsaflFw,Sawada Coffee,Chicago,aqkdRXbxrF-pA7cpt42SoQ,5,"Come order a beverage here and hangout on the big steps or picnic tables with a friend! It's a warm, cozy vibe in here. A lot of people order the military..."
G-LUoHk_E_XCjSoSsaflFw,Sawada Coffee,Chicago,zJCKMbUQ9AmrqDrvLorYiQ,4,I came across this coffee shop as I was Yelping places and I knew I had to check it out for their unique drinks and the cool atmosphere - industrial yet...
q684td_kKNRMTHMeMchXOg,En Hakkore,Chicago,M1fOA0WzYkJQigx4ykkD6g,5,Best taco and good portion ! We go to del Seoul for tacos but this place blows them away ! My Jew favorite place for tacos . The portions are generous....
q684td_kKNRMTHMeMchXOg,En Hakkore,Chicago,RHuULoPwW4F6saAv-a5RrQ,4,Went in for the galbi Jim with cheese. Very spicy so perfect for those who want to try a spicy challenge but you can ask for less spicy! Don't underestimate...
q684td_kKNRMTHMeMchXOg,En Hakkore,Chicago,jIb9v4-lTCleyMfX8pUEvw,5,"We got take out from here and it was awesome! The Korean tacos (pork and beef) are such a fun twist on traditional Korean food, and the jap chae and..."
s1JPKx5lAeoq7QU8pmN-5A,MingHin Cuisine,Chicago,wfTENE2U-yCrHy4f8T7OEw,4,"Went back again after a while - also on Thanksgiving :-)

We ordered Dimsum this time, and did book a table before hand. We ordered turnip cake, bbq pork..."
s1JPKx5lAeoq7QU8pmN-5A,MingHin Cuisine,Chicago,QC_ne6G8iPi8Pi7hz5_hWA,5,"This place was amazing!

So delicious all of it !! 

Staffing was very nice and welcoming

Over all 5 stars for the delicious dimsum"
s1JPKx5lAeoq7QU8pmN-5A,MingHin Cuisine,Chicago,dgFjfXcH-Ys191_flAeskQ,4,"Protip: Didn't order anything we didn't like, but definitely get the baked egg flow bun.  

Highlights: They had a wide variety of options beyond standard..."
xdx3hwHT-m6_heZrKyH7vg,"The Chicago Diner, Logan Square",Chicago,Vdnzb1qNU02g0bUQTAO5lQ,5,i've had my eye on this place for quite some time and i was really excited to finally be able to stop by and grab lunch. i had pretty high expectations...
xdx3hwHT-m6_heZrKyH7vg,"The Chicago Diner, Logan Square",Chicago,tmMFGYfKgbX8hs6t4wqKXQ,3,"First of all, as an out of towner, I want preface that I've visited the Lakeview location multiple times and it has exceptional food and customer..."
xdx3hwHT-m6_heZrKyH7vg,"The Chicago Diner, Logan Square",Chicago,YdIarxJmxVrvryjOx_jiNQ,4,At Logan Square is a location of this popular diner. It has the same great menu. The Chicago Diner is known for being one of the most famous places that's...
rgHFY55p10VVur7N3s-z5Q,Roka Akor - Chicago,Chicago,L9Isa4mER-KlVN50rNnS0g,5,We went to celebrate our anniversary and it was incredible! We decided to try the signature Omakase and WOW! The quality and amount of food (2 people) was...
rgHFY55p10VVur7N3s-z5Q,Roka Akor - Chicago,Chicago,Hyo2x5TLeAWEKzCMYEV11A,4,"A tasting menu that's worth it! 
Tried the decadent tasting menu for a birthday celebration and it was definitely worth the praise. All of the ingredients..."
zF9o33BVqLUOcCmnuB2eQw,Handlebar,Chicago,SUffOlB2rY_G4i6qfIuJ-g,4,"Everything I ordered was superb. 

Large portions at fair prices. 

Vegan Chimichanga. Could've been a tad bit crispier but the flavor was still excellent...."
tuJraaFffIS_JNK_4ZqGTA,Ema,Chicago,h-g5TijDU2TZgsDDKAOxwA,5,"My husband and I stayed in the Hyatt right next to Ema, so we decided to stop by! 

We were very pleasantly surprised by the very cute decor, great service,..."
zF9o33BVqLUOcCmnuB2eQw,Handlebar,Chicago,DNZex3gfduGhwgo9b6m6jw,5,Food and service are 5 stars and have been for the past 20 years that I've been coming - my favorite restaurant and spent many birthdays here.  I always...
o4MU9gK7epWUMv2WVW1qrA,Yolk - Streeterville,Chicago,hLnuenzC_2gwmgHR0YiQdw,5,"One of the best Brunch spots here in Chicago.

Generous portions, lovely staff and tasty food! My favorite from their menu is Corned beef hash and eggs,..."
9nUrDQ_REhU6sgcgXFAyfA,Aba,Chicago,HSHtgZhxJFFeEABRd7IHwA,5,Stunning decor and incredible Mediterranean food! We started off at one of the lounge tables to enjoy our cocktails. We loved having candles on our table....
9nUrDQ_REhU6sgcgXFAyfA,Aba,Chicago,7a8mZwB_uVtQ56H1EavvKA,5,We were able to try this restaurant out last week while we visited Chicago.  Our friends made a reservation for a party of 6 on Friday evening at 5pm.  The...
o0DaPvRb4IWH7hUWVCnoGw,Monteverde,Chicago,f2uDpBYt4tXgM76HnsyreA,5,"My husband and I walked in was seated at the bar immediately, so the no-wait was great. We tried to make a reservation beforehand, but they were booked for..."
o0DaPvRb4IWH7hUWVCnoGw,Monteverde,Chicago,9Myfhzo5W5Mw-ESOq2JAvg,5,"We decided to try Monteverde after seeing it on Somebody Feed Phil, and I'm sure glad we did! Reservations are hard to come by, the best we could get was 9..."
o0DaPvRb4IWH7hUWVCnoGw,Monteverde,Chicago,idQnQui__wV88-PLEB1HNA,5,"Monteverde
For some fine dining, Monteverde definitely knows what they're doing. This place has been hyped up to me for quite some time (michelin..."
Psi34XLTOtVqLYS9StO1hA,Tweet,Chicago,CYoePKLwaE703PWthtfI8Q,5,"Kind service
Great coffee
Tasty food
Vegetarian Eggs Benedict (impossible sausage) and veggie gravy was a true treat!"
Psi34XLTOtVqLYS9StO1hA,Tweet,Chicago,XIPWBMqj3N_oMHe60QGMyQ,5,This is a such a cute little brunch spot! They give you a complimentary bread that's DELICIOUS. It's the right amount is sweet and savory. I would actually...
Psi34XLTOtVqLYS9StO1hA,Tweet,Chicago,XoaZEnWYT1bZuVmk999XcQ,5,"Love love love this place!! 
Lovely staff, food and drinks!
This is my favourite place for a breakfast and brunch in Edgewater. They only take cash so make..."
KBl9QR4iVzT_4rF7FzTdyg,GT Fish & Oyster,Chicago,E0rgGMtqokw9Kso8SHZTkA,5,Absolutely incredible dinning experience! The qualify of the seafood is unparalleled. We've eaten here on multiple occasions and did the traditional entree...
KBl9QR4iVzT_4rF7FzTdyg,GT Fish & Oyster,Chicago,H6R_4UiaZnNac22FaaKUFQ,4,My fiancé took me to dinner at GT Fish and Oyster for my birthday. We selected this restaurant because it was one of our A La Cards and every time we have...
KBl9QR4iVzT_4rF7FzTdyg,GT Fish & Oyster,Chicago,L-tr22-rMNyBlOo-rbkmpg,5,"We were very pleasantly surprised by our meal here! We started with some oysters, which were very fresh and clean. Their clam chowder was delicious, with a..."
sfWMOqUEp8S2adDeJp7Kzg,Carnivale,Chicago,o29mwx5mZHitMpPfk3uzEw,5,"Everything was great
My wife and I went here to celebrate our 4 year anniversary!
The food cooked perfectly 
But overall the service was outstanding 
Omar..."
sfWMOqUEp8S2adDeJp7Kzg,Carnivale,Chicago,1e3miS7F0zKkVAhkQCRdvg,5,I am willing to bet that you will leave this place happier! The environment is full of Latin flare. Brought some  friends from out of state here and they...
sfWMOqUEp8S2adDeJp7Kzg,Carnivale,Chicago,Zx8cjj0jf6wIN5nCfpj6wA,3,"We all know how it is: on a Friday night, you forgot to make a reso, and upon searching open table there are only a few options left for before 9pm. The one..."
o4MU9gK7epWUMv2WVW1qrA,Yolk - Streeterville,Chicago,ujzr8gMqzzvfD-q-oKXkjg,4,"Great food, great service and great time! There was a (Karen) working there that tried to kill our vibes but my amazing waitress Madison took great care of..."
o4MU9gK7epWUMv2WVW1qrA,Yolk - Streeterville,Chicago,jcq4LRs1n7yEU3yhPlNJzg,4,"We checked the waitlist religiously on Yelp before making our way to Yolk, but luckily there was no wait when we came on a Saturday morning. 

We got the..."
fJhF5Yy4nguguaaH3TabmQ,Bandera Restaurant,Chicago,jrJCsfmlgiurK5grmTLVzQ,5,I truly hope that Bandera is opening up at the end of Sept.  I will be supporting it more than anyplace on Michigan Ave. if it does open again....
rgHFY55p10VVur7N3s-z5Q,Roka Akor - Chicago,Chicago,A-DEhYfMU0Cty7eCxbi-AQ,4,Came here as a group of 6 to celebrate a birthday (11/5). I called to make the reservation so we could get an indoor reservation which was great bc we got a...
nO8Yrt4l4JLSvCAkkwrk1Q,Gyu-Kaku Japanese BBQ,Chicago,PYcSd1Sz15zmjARCMq3n7Q,4,"Supposedly the ultimate all you can eat BBQ experience. Is it true? Find out more below. In summary though, yes...yes it is.

ATMOSPHERE/ARCHITECTURE:..."
dSqRMhGNCWuSjPT_4lsZqw,Siena Tavern,Chicago,J-33g0s54PhGZLhLZgg-Ug,4,"Would be 5 stars for the: great food, great drinks, great server. Lost a star because it was too loud to carry on a conversation (even within a booth) and..."
T9xKvh9GxwnuU_4WjYZb9w,Wildberry Pancakes and Cafe,Chicago,3W_TE6TbIvP9wM-vTjgmaw,5,"Great food, great environment and great service. Would recommend that you share the fishes as they're pretty big, but just as delicious."
T9xKvh9GxwnuU_4WjYZb9w,Wildberry Pancakes and Cafe,Chicago,BYS3N9RrabszFvz-6Icpqg,5,"Yooooooo!!! This joint right here set it OFF!!!! We were visiting from out of town to catch the Cubs get a rare win this year ‍. 

Trying to find a killer..."
T9xKvh9GxwnuU_4WjYZb9w,Wildberry Pancakes and Cafe,Chicago,BIOqkXpKNwxLGQp4o0hQaQ,4,Pretty good breakfast and brunch spot just off of Michigan/Magnificent Mile. We stopped by around noon on a Saturday and waited about 45 minutes for a...
RQmbLZvI7XyFQd2JgNDVig,Lincoln Park Zoo,Chicago,g3G9Etkzd8ZlUkkac58uBw,5,Lincoln Park Zoo is one of the oldest and one of the very few FREE zoo's in the country with some of the most beautiful city views. Attached to the Broadway...
RQmbLZvI7XyFQd2JgNDVig,Lincoln Park Zoo,Chicago,qKrFXIQCtmbnEE8yFDfhWw,4,This is not some little gimmick tourists trap. They had a good variety of high quality animal exhibits. Highlights included a gorilla room and a zone for...
RQmbLZvI7XyFQd2JgNDVig,Lincoln Park Zoo,Chicago,I6glNFAsWIwKU3m7P7Durg,5,"I just moved to Chicago, so I recently made another visit to Lincoln Park Zoo on a November weekday. The experience was wonderful! 

I arrived around 3:00,..."
VPJk-SEWSWS_nGoQvM-COw,Penumbra,Chicago,fBKWaJC5XDXAhOTf9d4JDA,5,"A truly wonderful hidden gem!! A casual, yet intimate restaurant.

We got the shadow shrimp to start which melted in my mouth. Unfortunately they were out..."
VPJk-SEWSWS_nGoQvM-COw,Penumbra,Chicago,7adbx-Llqx8sKAPMa8WQiQ,4,My sister wanted to eat a great steak close to home instead of battling with traffic and parking downtown so she chose Penumbra near us.  From the outside...
VPJk-SEWSWS_nGoQvM-COw,Penumbra,Chicago,crHJHp_4Xyj9CwnD5cLCDw,5,Absolutely the most amazing service - super welcoming and accommodating. Ambience is very dark but romantic. Their potato soup and creole shrimp are to die...
sNQglz_HoXgnUi1KTN3Iew,Gibsons Bar & Steakhouse,Chicago,nzJR2f5hd6vHFNMVxblGMA,5,Amazing hospitality and professionalism...oh and the food was delicious! All of the food was fresh including the house salad. I had an amazing time at...
sNQglz_HoXgnUi1KTN3Iew,Gibsons Bar & Steakhouse,Chicago,3kuRYT6Eqa3iOmkqQf8gVg,5,"Gibsons is one of, if not, my favorite all time steakhouses anywhere. It's got everything you could want, delicious steaks and sides, awesome service, very..."
sNQglz_HoXgnUi1KTN3Iew,Gibsons Bar & Steakhouse,Chicago,ZEgfNhxn2w5zZ3vTp00mMg,1,"The absolute worst dining experience ever. 
Had a reservation yet had to wait for my table. Our dining guests do not drink so we didn't order drinks and our..."
0hfDRVaGSydijN5du1HCzg,Bar Siena,Chicago,4LOz-UH7TM9hpzeK7It5Yg,5,"Malone is the BEST, she ran the bar to perfection. Main reason I will be back, thank you, Malone!!"
0hfDRVaGSydijN5du1HCzg,Bar Siena,Chicago,FExpllp1pKlDRPT30YMt8w,5,I've been to Bar Siena twice this month and I have really enjoy it. The atmosphere is upbeat and loud but it's goes with the vibe. Everything I've tried is...
nO8Yrt4l4JLSvCAkkwrk1Q,Gyu-Kaku Japanese BBQ,Chicago,uUVCOBN8yQ3arvinlGBgcw,5,"I love this bbq all your can eat spot!

All the meats are offered up for grilling. I especially adored the beefy chunks, some marinades of beef slices and..."
0hfDRVaGSydijN5du1HCzg,Bar Siena,Chicago,wfc20MmiJYLoHZ9iQZGZ0g,4,Bar Siena has an inviting atmosphere that makes for a memorable meal with friends. Or just come for drinks! I came for a friend's birthday brunch. Both...
dSqRMhGNCWuSjPT_4lsZqw,Siena Tavern,Chicago,oOQ5_m0wQBVxeR58Q6DTIg,5,"Nice vibe, good food but the reason to return is to visit  Joel!!! "" Big Tree""! Best server ever and very attentive. He made our day!"
VA0magU4cMCkM0uJ_hx0sg,Sweet Mandy B's,Chicago,yBGk2uTQ8nQx06Yrvl-GWQ,2,"It's really convenient they provide same day delivery and pick up. I ordered over the phone because the website says to call the number for delivery.
While..."
PZe0q_153VHUnaR-8dOTJg,The Dearborn,Chicago,1zgftLJB3PxKVIJYMBgPmQ,4,"While downtown Chicago for work, I wandered over to the Dearborn based on Yelp reviews.  I took a high-top table in the bar area.  Service was excellent and..."
PZe0q_153VHUnaR-8dOTJg,The Dearborn,Chicago,gYZN0pwih22LKTby78Sigw,4,"This place is good, but I do think it's a tad overrated. The cocktails are delicious and clearly made with intention. The ambiance is upscale, but warm and..."
8d_DiHWB-pjBVW3a7D8EWg,Sunda Chicago,Chicago,-2OI0pCaDJzxIcXoA9JcVg,5,"One of the best meals I've had in Chicago! Overall atmosphere is very trendy and fun, hostesses were super friendly and service was great. Sunda any time..."
8d_DiHWB-pjBVW3a7D8EWg,Sunda Chicago,Chicago,zICwwf7Md2XvQXNIldaSOA,4,"Really beautiful restaurant with great ambience and mood-setting lighting. We came in on an early Sunday evening, so the restaurant had plenty of seating. I..."
8d_DiHWB-pjBVW3a7D8EWg,Sunda Chicago,Chicago,Njsf4FxbwPTSxdvj9UV0JA,5,"Sunda is absolutely your go-to for Sushi and Japanese/Asian fusion cuisine, I promise! I came on a Friday night for a solo dinner and was thoroughly..."
jImBrAd65LeLWne9lfK2tg,Wormhole Coffee,Chicago,S8x0ySfs5JVNWFus5NGe6A,5,Soooooo adorable and nostalgic. A friend recommended to come give this place a visit. Delish coffee - smooth too. But the decor - to die for. From the...
jImBrAd65LeLWne9lfK2tg,Wormhole Coffee,Chicago,6P-7pSVys9mNeKInUAKLuQ,4,"""Do I need to bring my card with me to get in?"" is probably the question I hear most nowadays, especially in West Holllywood. On my recent trip to Chicago..."
jImBrAd65LeLWne9lfK2tg,Wormhole Coffee,Chicago,1-6l8r5JewE8UtrmaVs1uQ,5,Really cute coffee shop in a convenient location on Milwaukee Ave. It has a cool vintage theme and plenty of tables to study/chill. Pretty loud inside so...
5s9ntZVD45n2CxboZnLbSg,The Cloud Gate,Chicago,hg8swnwYj7_r4dOA6QPETQ,5,A strange looking structure is in Millennium Park and by the name of this it's supposed to be a cloud. It seems people don't give a fuck about the name...
5s9ntZVD45n2CxboZnLbSg,The Cloud Gate,Chicago,a5VOVTbD8Q-vqGZRgskW-A,5,"This is actually really cool to just stare at the way it reflects and distorts the city and people around it. Constructed between 2004 and 2006, it's made..."
5s9ntZVD45n2CxboZnLbSg,The Cloud Gate,Chicago,InD3PZY_OjxFYL1i3UXivQ,4,"Did you even visit Chicago if you didn't take a picture with the bean?!

We stopped by the bean on our way to lunch on our first day in Chicago. While the..."
UK5Xb8xqUOUBi5vQu0bQXQ,Maple & Ash,Chicago,7S2z3kVXL4jdRETs2-HlfA,5,The ambiance was great here! We went at 5pm for tower hour at the lounge. Seating is first come first serve and we were able to snag two tables for our...
UK5Xb8xqUOUBi5vQu0bQXQ,Maple & Ash,Chicago,bKx7xhPDlC1t8g8T57UkDg,3,"Inconsistent. 

After my rave review a couple of months ago went there again today with my son for the most part the results were OK but the wedge salad was..."
UK5Xb8xqUOUBi5vQu0bQXQ,Maple & Ash,Chicago,SKH9ZgKKKN5TOBSVl4J2sg,5,"The quintessential special occasion spot! Let's discuss:
Ambiance is dark, almost always packed with people vying for a spot at the bar, and pretty loud. If..."
VA0magU4cMCkM0uJ_hx0sg,Sweet Mandy B's,Chicago,a1jilYRwKbFxRh4tfAy66g,5,"Mandy B's knocked it out of the park with our Birthday cakes this year!
My family has a big celebration on October 17 when we have 3 birthdays on the same..."
VA0magU4cMCkM0uJ_hx0sg,Sweet Mandy B's,Chicago,lAtupaqz5au7ZsgMKB9gGw,5,"Awesome bakery! Super kind staff, extremely efficient on a Saturday morning, and delish product. I asked for a few suggestions and it delivered! 

Loved the..."
sDYjKyI_67eUhFAqVneYjA,Gilt Bar,Chicago,E25--7V1Ax9_0CZYiIetIw,5,"First visit...the atmosphere and food were incredible!
Started and the truffle mozzarella sticks. At first I was like, ""come on...$23 for cheese sticks?!""..."
dSqRMhGNCWuSjPT_4lsZqw,Siena Tavern,Chicago,1FMWHROPCnwq5_P_EycZyA,5,"Came here for a group dinner on a recent Chicago trip, and Siena Tavern did not disappoint! We came here for an early dinner, and the place was already..."
sDYjKyI_67eUhFAqVneYjA,Gilt Bar,Chicago,_D4213ZjU6w7HrrN1n7tBQ,5,"Can I give 6 stars!?! This place is amazing, some of the best food I've had in Chicago, such a cool and unique atmosphere and good service. Plus - an..."
nd1KFxtZHXIMLqPtgubLpQ,M henry,Chicago,2Y9Y9umhW-lK0nkTflLrNA,5,"Great food and hospitality as always. 
Will recommend to my friends and family. 
This time our server was Paris and she was really helpful and friendly...."
nd1KFxtZHXIMLqPtgubLpQ,M henry,Chicago,48_upuN1c-ct6IP8Q7q1MQ,4,First time here although my wife has raved about this place since we first got together. I called ahead to see if they took reservations; no reservations...
JR5TOTAgxBj4YLfNQ3Dljw,Mindy's Hot Chocolate,Chicago,izjHYmDCsmjZMqTEDtk0rg,4,Amazing!!! Currently only open on the weekends with a TAKE OUT window - no inside seating. Plenty of variety and options to choose from. Fast and friendly...
JR5TOTAgxBj4YLfNQ3Dljw,Mindy's Hot Chocolate,Chicago,hAxbAGr9qZ3zLIUTtvExuw,1,Wanna come here for a line away from the heart of the city? Perhaps I can interest and entice you with pastries we only carry ONE full size sheet pans of...
JR5TOTAgxBj4YLfNQ3Dljw,Mindy's Hot Chocolate,Chicago,RH8sbiD861eMJQgY0UYN0w,5,"Does trying new things excite you? 
Yes there's plenty of those here. With a rotating baked goods menu there's always new to try. 
Does well thought out..."
uQFHfnbJm7LIxLhjMKc4mQ,Lawrence Fish Market,Chicago,nBgygNtWziz0Co57IEtDTg,4,"Definitely a great and affordable place! It is located pretty far from an L stop though, and buses run less often on the weekends so it can be harder to get..."
